MonsterID	MonsterName	MonsterNameJP	Rarity	AttributeOne	MaxLevel	NumOfAwokenSkills
926	Solomon Grundy	ソロモングランディ	3	2	25	0	
927	Solomon Grundy, Born on a Monday	ソロモングランディ＋月曜生まれ	4	2	70	2	
928	Copperhead	カッパーヘッド	3	3	25	0	
929	Venomous Copperhead	カッパーヘッド＋毒爪	4	3	70	2	
930	Bane	ベイン	3	4	25	0	
931	Venom-Enhanced Bane	ベイン＋ヴェノム	4	4	70	2	
932	Deathstroke	デスストローク	5	4	50	0	
933	Deathstroke + B. Staff	デスストローク＋ウェポン	6	4	99	2	
934	Exiled Apollo	亡国のアポロ	4	1	50	0	
935	Blazing Apollo	灼炎のアポロ	5	1	99	2	
948	AB Red	AB・レッド	3	1	25	0	
949	AB Red Bird Red	AB・レッドバード・レッド	4	1	70	2	
950	AB The Blues	AB・ザ・ブルース	3	2	25	0	
951	AB Bluebird Blues	AB・ブルーバード・ブルース	4	2	70	2	
952	AB Hal	AB・ハル	3	3	25	0	
953	AB Green Bird Hal	AB・グリーンバード・ハル	4	3	70	2	
954	AB Chuck	AB・チャック	3	4	25	0	
955	AB Yellow Bird Chuck	AB・イエローバード・チャック	4	4	70	2	
956	AB Matilda	AB・マチルダ	4	4	50	0	
957	AB White Bird Matilda	AB・ホワイトバード・マチルダ	5	4	99	2	
958	AB Bomb	AB・ボム	3	5	25	0	
959	AB Black Bird Bomb	AB・ブラックバード・ボム	4	5	70	2	
960	AB Wingman	AB・ウィングマン	4	1	50	0	
961	AB Dashing Wingman	AB・突撃・ウィングマン	5	1	99	3	
962	Melagon	メラゴン	3	1	25	0	
963	Melaburn	メラバーン	4	1	50	0	
964	Hellfire Dragon, Inferno	獄炎龍・インフェルノ	5	1	99	2	
965	Zabgon	ザブゴン	3	2	25	0	
966	Zabshark	ザブシャーク	4	2	50	0	
967	Stormy Sea Dragon, Levia	嵐海龍・レヴィア	5	2	99	2	
968	Morigon	モリゴン	3	3	25	0	
969	Morigannon	モリガノン	4	3	50	0	
970	Boulder Dragon, Garmut	重岩龍・ガルムット	5	3	99	2	
971	Dark Wood Skydragon, Horai	裏樹天龍・ホウライ	6	3	99	7	
972	Lovely Maiden, Princess Valkyrie	麗乙女・プリンセスヴァルキリー	6	2	99	3	
973	Azure Maiden, Graceful Valkyrie	蒼翔麗姫・グレイスヴァルキリー	7	2	99	3	
974	Red Pirate Dragon, Bartholomew	紅の海賊龍・バーソロミュー	6	1	99	2	
975	Blue Pirate Dragon, Awilda	蒼の海賊龍・アルビダ	6	2	99	2	
976	Green Pirate Dragon, Captain Kidd	碧の海賊龍・キャプテンキッド	6	3	99	2	
977	Gold Pirate Dragon, Anne & Mary	金の海賊龍・アン＆メアリー	6	4	99	2	
978	Black Pirate Dragon, Blackbeard	黒の海賊龍・黒髭ティーチ	6	5	99	2	
979	Red Pirate	レッドパイレーツ	2	1	30	0	
980	Blue Pirate	ブルーパイレーツ	2	2	30	0	
981	Green Pirate	グリーンパイレーツ	2	3	30	0	
982	Blazing Maiden, Princess Valkyrie	熾乙女・プリンセスヴァルキリー	6	5	99	3	
983	Black Blaze, Graceful Valkyrie	黒翼熾姫・グレイスヴァルキリー	7	5	99	3	
984	Gigas the Great	剛腕無双・ギガンテスグレイト	6	1	99	3	
985	Divine Queen Hera	神王妃・ヘラ	8	5	99	3	
986	Serpent God Demon, Viper Orochi	八界蛇神・ヤマタノオロチ	7	2	99	6	
987	Warded Storm God, Susano no Mikoto	護封嵐神・スサノオノミコト	7	3	99	6	
988	Dancing Light, Amaterasu Ohkami	光臨舞神・アマテラスオオカミ	7	4	99	6	
989	War Deity of the Night, Tsukuyomi	夜刻武神・ツクヨミ	7	5	99	6	
990	Nocturne Chanter, Tsukuyomi	夜想詠神・ツクヨミ	7	5	99	6	
994	Inferno Deity Falcon, Horus	爆熱炎隼神・ホルス	7	1	99	6	
995	Blazing Deity Falcon, Horus	白光炎隼神・ホルス	7	1	99	6	
996	Blue Moon Sea Deity, Isis	蒼月聖海神・イシス	7	2	99	6	
997	Shining Sea Deity, Isis	煌命聖海神・イシス	7	2	99	6	
998	Dark Sun Deity, Ra	暗黒太陽神・ラー	7	4	99	6	
999	Pure Light Sun Deity, Ra	極光太陽神・ラー	7	4	99	6	
1000	Abyssal Hell Deity Jackal, Anubis	闇獄冥狼神・アヌビス	7	5	99	6	
1001	Deathly Hell Deity Jackal, Anubis	天臨冥狼神・アヌビス	7	5	99	6	
1002	Baby TAMADRA	たまドラベビー	4	4	1	0	
1003	Present Egg	プレゼントＢＯＸ	4	4	15	0	
1004	Present Egg	プレゼントＢＯＸ	4	4	15	0	
1005	Snow Globe Dragon Blanc	ノエルドラゴン・ブラン	5	4	50	0	
1006	Snow Globe Dragon Noir	ノエルドラゴン・ノワール	5	5	50	0	
1007	Gold Pirate	ゴールドパイレーツ	2	4	30	0	
1008	Black Pirate	ブラックパイレーツ	2	5	30	0	
1049	Sacred Dragon King Saiga	聖龍王サイガ	5	3	50	0	
1050	Light Dragon King Saiga	光龍王サイガ	6	3	99	2	
1051	Banchack	バンチャック	3	4	25	0	
1052	KOB Leonhart	KOBレオンハート	4	4	70	2	
1053	Kobokkle	コボックル	3	5	25	0	
1054	Bokkle	ボックル	4	5	70	2	
1055	Kaguya	カグヤ	3	3	25	0	
1056	Blooming Flower Princess Kaguya	狂華咲乱 花媛香具耶	4	3	70	2	
1057	Wafer Man	ウエハーマン	4	4	1	0	
1058	Holy Dragon Stone	聖龍石	5	5	1	0	
1059	Blazing Sun God Apollo	灼炎太陽神アポロ	6	1	99	2	
1060	Demon God Masterion	魔神マステリオン	7	5	99	5	
1061	Dragon Zombie	ドラゴンゾンビ	6	5	50	0	
1062	Corpse Wyrm, Dragon Zombie	屍霊龍・ドラゴンゾンビ	7	5	99	3	
1063	Bone Fish	ボーンフィッシュ	2	5	25	0	
1064	Devil Fish	デビルフィッシュ	3	5	70	0	
1065	Yamato Takeru	ヤマトタケル	5	1	50	0	
1066	Martial God-Emperor, Yamato Takeru	武皇の剣神・ヤマトタケル	6	1	99	4	
1067	Andromeda	アンドロメダ	5	2	50	0	
1068	Starsea Goddess, Andromeda	星海の女神・アンドロメダ	6	2	99	4	
1069	Perseus	ペルセウス	5	3	50	0	
1070	Vanquishing Deity, Perseus	破邪の勇神・ペルセウス	6	3	99	4	
1071	Sun Wukong	孫悟空	5	4	50	0	
1072	Golden Monkey King, Sun Wukong	金毛の猿神・孫悟空	6	4	99	4	
1073	Pandora	パンドラ	5	5	50	0	
1074	Goddess of the Bleak Night, Pandora	冥夜の女神・パンドラ	6	5	99	4	
1075	Strawberry Dragon	いちドラ	4	1	50	0	
1076	Red Sky Fruit, Strawberry Dragon	紅天の果実・いちごドラゴン	5	1	99	9	
1077	Berry Dragon	べりドラ	4	2	50	0	
1078	Blue Sky Fruit, Berry Dragon	蒼天の果実・ベリードラゴン	5	2	99	9	
1079	Melon Dragon	めろドラ	4	3	50	0	
1080	Green Sky Fruit, Melon Dragon	碧天の果実・メロンドラゴン	5	3	99	9	
1081	Lemon Dragon	れもドラ	4	4	50	0	
1082	Yellow Sky Fruit, Lemon Dragon	黄天の果実・レモンドラゴン	5	4	99	9	
1083	Grape Dragon	ぶどドラ	4	5	50	0	
1084	Purple Sky Fruit, Grape Dragon	紫天の果実・ぶどうドラゴン	5	5	99	9	
1085	Red Dragon Fruit	レッドドラゴンフルーツ	6	1	1	0	
1086	Blue Dragon Fruit	ブルードラゴンフルーツ	6	2	1	0	
1087	Green Dragon Fruit	グリーンドラゴンフルーツ	6	3	1	0	
1088	Blue Dragon Caller, Sonia	青龍喚士・ソニア	6	2	50	0	
1089	Endless Blue Dragon Caller, Sonia	永劫の青龍喚士・ソニア	7	2	99	6	
1090	Hurricane Volcano Dragon	ハリケーンボルケーノドラゴン	6	1	99	3	
1091	Blast Aurora Dragon	ブラストオーロラドラゴン	6	2	99	3	
1092	Generate Earth Dragon	ジェネレイトアースドラゴン	6	3	99	3	
1093	Tornado Holy Dragon	トルネードホーリードラゴン	6	4	99	3	
1094	Cyclone Devil Dragon	サイクロンデビルドラゴン	6	5	99	3	
1095	Water Twin Star Leviathan	水天双極星・リヴァイアサン	6	2	99	4	
1096	Wind Twin Star Fafnir	風天双極星・ファフニール	6	3	99	6	
1097	Heracles	ヘラクレス	6	3	50	0	
1098	Champion of Olympus, Heracles	試練の剛神・ヘラクレス	7	3	99	3	
1099	Crimson Lotus Mistress, Echidna	紅蓮華の女傑・エキドナ	6	1	99	3	
1100	Sea God's Songstress, Siren	綿津見の歌姫・セイレーン	6	2	99	3	
1101	World Tree Sprite, Alraune	世界樹の精霊・アルラウネ	6	3	99	3	
1102	Creation Tree Spirit, Alraune	神創樹の聖霊・アルラウネ	6	3	99	4	
1103	Heavenly Herald, Archangel	天上界の使徒・エンジェル	6	4	99	3	
1104	Sanctuary Guardian, Archangel	聖天地の守神・エンジェル	6	4	99	4	
1105	Moonbeam Fang Witch, Lilith	月光牙の魔女・リリス	6	5	99	4	
1106	Pitch Black Night Princess, Lilith	漆黒夜の魔姫・リリス	6	5	99	3	
1107	Phantom God, Odin	幻神・オーディン	6	1	50	0	
1108	Awoken Phantom God, Odin	覚醒幻神・オーディン	7	1	99	6	
1109	Flame Twin Star Ifrit	炎天双極星・イフリート	6	1	99	4	
1110	Light Twin Star Divinegon	光天双極星・神龍	6	4	99	4	
1111	Dark Twin Star Tiamat	闇天双極星・ティアマット	6	5	99	4	
1112	Karmic Destroyer, Shiva	宿業の破壊神・シヴァ	7	1	99	6	
1113	Demolishing Creator, Shiva	破戒の創造神・シヴァ	7	1	99	6	
1114	Heavenly Fortune Goddess, Lakshmi	招福の天女神・ラクシュミー	7	2	99	6	
1115	Purple Lotus Chanter, Lakshmi	紫蓮の吟女神・ラクシュミー	7	2	99	6	
1116	White Hot Dancing Goddess, Parvati	白火の舞女神・パールヴァティー	7	3	99	6	
1117	Jade Oracle, Parvati	翠金の仙女神・パールヴァティー	7	3	99	6	
1118	Sandalphon	サンダルフォン	6	4	50	0	
1119	Awoken Sandalphon	覚醒サンダルフォン	7	4	99	3	
1120	Berserker Z	バーサーカーＺ	4	1	50	0	
1121	Blazing Hammer Brute, Prometheus	炎鎚の蛮勇・プロメテウス	5	1	99	3	
1122	Ur-Chimera	ウル・キマイラ	4	2	50	0	
1123	Guivre Chimera	ギーブル・キマイラ	5	2	99	3	
1124	GrimRock	グリムロック	4	3	50	0	
1125	GrimCrystal	グリムクリストル	5	3	99	3	
1126	Radious	ラディウス	4	4	50	0	
1127	Angelious	アンジェリウス	5	4	99	3	
1128	Dragon Samurai	ドラゴン・サムライ	4	5	50	0	
1129	Dragon Shogun	ドラゴン・ショウグン	5	5	99	3	
1130	Avalon Drake	アヴァロンドレイク	5	3	50	0	
1131	Guardian Dragon, Avalon Drake	守護龍・アヴァロンドレイク	6	3	99	4	
1132	Dark Red Skydragon, El Dorado	裏緋天龍・エルドラド	6	1	99	7	
1133	Dark Blue Skydragon, Nirai Kanai	裏蒼天龍・ニライカナイ	6	2	99	7	
1134	Dark Holy Skydragon, Shangri-La	裏聖天龍・シャングリラ	6	4	99	7	
1135	Dark Night Skydragon, Elysium	裏夜天龍・エリュシオン	6	5	99	7	
1136	Kitty Flamie	キティホノりん	3	1	25	0	
1137	Kitty FlaBaddie	キティホノワルりん	4	1	70	2	
1138	Kitty Bubblie	キティアワりん	3	2	25	0	
1139	Kitty BubFlamie	キティアワホノりん	4	2	70	2	
1140	Kitty Woodie	キティモリりん	3	3	25	0	
1141	Kitty WoodBubblie	キティモリアワりん	4	3	70	2	
1142	Kitty Shynee	キティヒカりん	3	4	25	0	
1143	Kitty ShyWoodie	キティヒカモリりん	4	4	70	2	
1144	Kitty Baddie	キティワルりん	3	5	25	0	
1145	Kitty BadShynee	キティワルヒカりん	4	5	70	2	
1146	Kittyn & Mimmyna	キティン＆ミミーナ	5	2	50	0	
1147	Apple Springs Kittyn & Mimmyna	リンゴの泉のキティン＆ミミーナ	6	2	99	2	
1148	Apple Drawn	アップルドラウン	4	5	50	0	
1149	Hello Kitty World Joker	ハローキティワールド★ジョーカー	5	5	99	2	
1150	Hello Kitty	ハローキティ	4	1	50	0	
1151	Kitty & Tyrra	キティ＆ティラ	5	1	99	4	
1152	Kerokerokeroppi	けろけろけろっぴ	4	2	50	0	
1153	Keroppi & Plessie	けろっぴ＆プレシィ	5	2	99	4	
1154	My Melody	マイメロディ	4	3	50	0	
1155	Melody & Brachy	メロディ＆ブラッキィ	5	3	99	4	
1156	Bad Badtz-Maru	バッドばつ丸	4	5	50	0	
1157	Pierdra Badtz-Maru	ピエドラばつ丸	5	5	99	4	
1158	Kuromi	クロミ	4	5	50	0	
1159	Lilith Kuromi	リリスクロミ	5	5	99	4	
1160	Cinnamoroll	シナモロール	4	4	50	0	
1161	Angel Cinnamon	エンジェルシナモン	5	4	99	4	
1162	Pompompurin	ポムポムプリン	5	4	50	0	
1163	TAMADRApurin	たまドラプリン	6	4	99	4	
1164	Goddess Hello Kitty	女神ハローキティ	5	4	50	0	
1165	Princess Valkitty	プリンセス・ヴァルキティ	6	4	99	4	
1166	Red Flower Dragon, Barbados	紅の華龍・バルバドス	6	1	99	2	
1167	Blue Flower Dragon, Starling	蒼の華龍・スターリング	6	2	99	2	
1168	Green Flower Dragon, Casablanca	翠の華龍・カサブランカ	6	3	99	2	
1169	Orange Flower Dragon, Helianthus	橙の華龍・ヘリアンタス	6	4	99	2	
1170	Purple Flower Dragon, Orchid	紫の華龍・オーキッド	6	5	99	2	
1171	Puchilip	プチリップ	2	1	30	0	
1172	Puchirose	プチローズ	2	2	30	0	
1173	Puchilium	プチリウム	2	3	30	0	
1174	Puchianthus	プチアンサス	2	4	30	0	
1175	Puchiorchid	プチラン	2	5	30	0	
1176	Keeper of Gold	黄金の番人	7	4	1	0	
1178	Red Fairy	レッドフェアリー	3	1	25	0	
1179	Fire Sprite, Parrot	火の精・パロット	4	1	70	0	
1180	Blue Fairy	ブルーフェアリー	3	2	25	0	
1181	Water Sprite, Sharulu	水の精・シャルル	4	2	70	0	
1182	Green Fairy	グリーンフェアリー	3	3	25	0	
1183	Wood Sprite, Lily	木の精・リリー	4	3	70	0	
1184	Yellow Fairy	イエローフェアリー	3	4	25	0	
1185	Light Sprite, Sunrich	光の精・サンリッチ	4	4	70	0	
1186	Black Fairy	ブラックフェアリー	3	5	25	0	
1187	Dark Sprite, Cattleya	闇の精・カトレヤ	4	5	70	0	
1188	Hera-Beorc	ヘラ・ベオーク	6	3	50	0	
1189	Awoken Hera-Beorc	覚醒ヘラ・ベオーク	7	3	99	3	
1190	Ancient Draggie Knight, Zeal	エンシェントドラりんナイト・せろ	5	3	70	2	
1191	Blazing Shrine Maiden, Chiyome	紅焔の舞巫女・望月千代女	7	1	99	8	
1192	Blue Wind Ninja Princess, Hatsume	蒼扇の夜叉姫・初芽局	7	2	99	8	
1193	Gusting Prodigy, Sasuke	時津風の神童・猿飛佐助	7	3	99	8	
1194	Thunder Horn Master, Fuma Kotaro	轟雷角の頭領・風魔小太郎	7	4	99	8	
1195	Moonlit Shadow, Hattori Hanzo	朧月夜の幻影・服部半蔵	7	5	99	8	
1200	Asuka&Upgraded Eva Unit-02, Code 777	アスカ＆エヴァ改2号機・コード777	6	1	99	5	
1201	Shinji&Kaworu&Unit-13, FI	シンジ＆カヲル＆第13号機・FI	7	2	99	8	
1202	Misato&AAA Wunder	ミサト＆AAAヴンダー	5	1	50	0	
1203	Misato&AAA Wunder, Powered Up	ミサト＆AAAヴンダー・主機点火	6	1	99	4	
1204	The Ninth Angel	第9の使徒	4	5	50	0	
1205	The Ninth Angel - Assault Mode	第9の使徒・戦闘形態	5	5	99	2	
1206	5 Mechdragon Fusion, God Canopus	五機龍合体・ゴッドカノープス	7	3	99	4	
1207	5 Mechdragon Combo, Demon Hadar	五機龍融合・デモンハダル	7	5	99	4	
1208	Dragon Emperor, Buster Siegfried	輝龍皇帝・バスタージークフリート	7	2	99	4	
1209	Wolf Hero, Ignis Cu Chulainn	皇狼英雄・イグニスクーフーリン	7	3	99	4	
1210	The Eternal Bird, Phoenix	久遠の不死鳥・フェニックス	6	1	99	3	
1211	Devil of the Depths, Kraken	溟海の大悪魔・クラーケン	6	2	99	3	
1212	Royal Hunting Beast, Griffin	王家の狩猟獣・グリフォン	6	3	99	3	
1213	Saintly Maidens' Protector, Unicorn	聖女の衛騎士・ユニコーン	6	4	99	3	
1214	Underworld Guard Dog, Cerberus	冥界の闇番犬・ケルベロス	6	5	99	3	
1215	Maleficent Dragon Lord Zaerog	黒天の真龍王・ゼローグ	8	5	99	6	
1216	Rebel Seraph Lucifer	反逆の熾天使・ルシファー	7	5	99	4	
1217	Keeper of the Sacred Texts, Metatron	神書の管理者・メタトロン	7	4	99	6	
1218	Kirin of the Sacred Gleam, Sakuya	聖煌天の麒麟・サクヤ	7	4	99	7	
1219	Himi Udon	氷見うどん	4	4	50	0	
1220	Toyama Bay Tradition, Himi Udon	富山湾の伝統・氷見うどん	5	4	99	2	
1221	Batman+S. Gloves Act FB	バットマン＋SGAct・FB	7	5	99	8	
1222	Gaia	ガイア	6	3	50	0	
1223	Awoken Gaia	覚醒ガイア	7	3	99	3	
1224	Twin Dragon, Wangren	双子龍・ワングレン	5	1	50	0	
1225	Flamewing Twin Dragon King, Wangren	灼翼の双龍帝・ワングレン	6	1	99	3	
1226	Twin Dragon, Beyzul	双子龍・ベイツール	5	2	50	0	
1227	Icewing Twin Dragon King, Beyzul	凍翼の双龍帝・ベイツール	6	2	99	3	
1228	Awoken Odin TAMADRA	覚醒オーディンたまドラ	5	3	99	2	
1229	Awoken Odin TAMADRA, the War Deity	覚醒秘神・オーディンたまドラ	6	2	99	2	
1230	Awoken Phantom God, Odin TAMADRA	覚醒幻神・オーディンたまドラ	6	1	99	2	
1231	Cao Cao	曹操	5	1	50	0	
1232	Conquering Martial Deity, Cao Cao	求覇の武王神・曹操	6	1	99	4	
1233	Sun Quan	孫権	5	2	50	0	
1234	Courageous Divine General, Sun Quan	秘勇の将軍神・孫権	6	2	99	4	
1235	Liu Bei	劉備	5	3	50	0	
1236	Moral Commanding Deity, Liu Bei	明徳の英傑神・劉備	6	3	99	4	
1237	Da Qiao & Xiao Qiao	大喬＆小喬	5	4	50	0	
1238	Divine Flowers, Da Qiao & Xiao Qiao	凛聖の双華神・大喬＆小喬	6	4	99	4	
1239	Lu Bu	呂布	5	5	50	0	
1240	Divine Flying General, Lu Bu	羅刹の飛将神・呂布	6	5	99	4	
1241	Bearded Deity, Guan Yu	美髯神・関羽	5	3	50	0	
1242	Steadfast Bearded Deity, Guan Yu	義篤の美髯神・関羽	6	3	99	8	
1243	Loyal Deity, Guan Yu	忠義神・関羽	6	1	50	0	
1244	Valiant & Loyal Deity, Guan Yu	奮起の忠義神・関羽	7	1	99	9	
1245	Shining Monk, Xuanzang	光僧・三蔵法師	6	4	50	0	
1246	Gleaming-Eyed Dragon Monk, Xuanzang	輝眼の龍僧・三蔵法師	7	4	99	3	
1247	Shadow Monk, Xuanzang	影僧・三蔵法師	6	5	50	0	
1248	Dark-Eyed Dragon Monk, Xuanzang	冥眼の龍僧・三蔵法師	7	5	99	3	
1249	Hera-Sowilo	ヘラ・ソエル	6	4	50	0	
1250	Awoken Hera-Sowilo	覚醒ヘラ・ソエル	7	4	99	3	
1251	Zeus Vulcan	ゼウス・ヴァルカン	6	1	50	0	
1252	Awoken Zeus Vulcan	覚醒ゼウス・ヴァルカン	7	1	99	3	
1253	Blazing Dragonfire Angel, Uriel	龍焔の熾天使・ウリエル	7	1	99	4	
1254	Guiding Archangel, Gabriel	神導の大天使・ガブリエル	7	2	99	4	
1255	Unyielding Archangel, Michael	退滅の大天使・ミカエル	7	3	99	4	
1256	Savior Archangel, Raphael	救聖の大天使・ラファエル	7	4	99	4	
1257	Surging Demon Lord, Belial	爆進の魔神卿・ベリアル	7	1	99	4	
1258	Chivalrous Demon Lord, Amon	漢気の魔神卿・アモン	7	2	99	4	
1259	Dreaming Archdemon, Astaroth	夢見の魔神将・アスタロト	7	3	99	6	
1260	Pure Demon Lord, Astaroth	天真の魔神卿・アスタロト	7	3	99	6	
1261	Haughty Demon Lord, Baal	傲慢の魔神卿・バアル	7	4	99	4	
1262	Divine Flower Suzaku, Leilan	天樹華の朱雀・レイラン	7	1	99	6	
1263	Divine Harbinger Suzaku, Leilan	天聖導の朱雀・レイラン	7	1	99	7	
1264	Life Protector Seiryuu, Karin	守護命の青龍・カリン	7	2	99	6	
1265	Ethereal Guardian Seiryuu, Karin	妙霊護の青龍・カリン	7	2	99	7	
1266	Underworld Protector Genbu, Meimei	冥地鎮の玄武・メイメイ	7	3	99	6	
1267	Doumyou Guardian Genbu, Meimei	道明守の玄武・メイメイ	7	3	99	7	
1268	Lunar Corona Byakko, Haku	焔月輪の白虎・ハク	7	5	99	6	
1269	Banishing Claw Byakko, Haku	退魔爪の白虎・ハク	7	5	99	7	
1270	Burning Maiden, Princess Valkyrie	烈乙女・プリンセスヴァルキリー	6	1	99	3	
1271	Phoenix Blossom, Graceful Valkyrie	凰華烈姫・グレイスヴァルキリー	7	1	99	3	
1272	Red Mech General, Elder Jotunn	紅の機神将・エルダーヨトゥン	6	1	99	4	
1273	Blue Mech General, Mar Midgard	蒼の機神将・マールミズガルズ	6	2	99	4	
1274	Green Mech General, Viz Asgard	碧の機神将・ヴィズアースガル	6	3	99	4	
1275	Judge Golem	ジャッジゴーレム	4	1	70	2	
1276	Slumbering Dragon	マドロミドラゴン	5	5	50	0	
1277	Awoken Dragon	カクセイドラゴン	6	5	99	2	
1278	Yo Minazuki	水無月ヨウ	5	2	50	0	
1279	Yo & King Siegfried	ヨウ＆カイゼルジークフリート	6	2	99	6	
1280	Chika Makimura	牧村チカ	4	1	50	0	
1281	Chika & War Deity Minerva	チカ＆戦女神・ミネルヴァ	5	1	99	6	
1282	Murakumo Takeda	武田ムラクモ	4	1	50	0	
1283	Murakumo & Red Giant Gigas	ムラクモ＆剛腕の巨人・ギガンテス	5	1	99	6	
1284	Leona Okita	沖田リオナ	4	2	50	0	
1285	Leona & Enchantress of the Sea, Siren	リオナ＆大海の歌姫・セイレーン	5	2	99	6	
1286	Folen Lazule	フォーレン・ラズール	4	3	50	0	
1287	Folen & Hunting Deity Artemis	フォーレン＆狩猟神・アルテミス	5	3	99	6	
1288	Patricia Ezel	パトリシア・エゼル	4	4	50	0	
1289	Patricia & Valkyrie	パトリシア＆ヴァルキリー	5	4	99	6	
1290	Henry Boram	アンリ・ボーラム	4	5	50	0	
1291	Henry & Chaos Devil Dragon	アンリ＆カオスデビルドラゴン	5	5	99	6	
1292	Tinnin	ティンニン	5	4	50	0	
1293	Tinnin & Angel	ティンニン＆エンジェル	6	4	99	5	
1294	Ancient Blue Sacred Mask	古代の蒼神面	6	2	1	0	
1295	Ancient Green Sacred Mask	古代の碧神面	6	3	1	0	
1296	Iwato's Dancing Goddess, Amenouzume	岩戸の芸女神・アメノウズメ	7	1	99	6	
1297	Divine Wardens, Umisachi&Yamasachi	護恵の漁猟神・ウミサチヤマサチ	7	2	99	7	
1298	Devoted Miko Goddess, Kushinadahime	献身の巫女神・クシナダヒメ	7	3	99	7	
1299	Radiant God of Creation, Izanagi	天道の皇祖神・イザナギ	7	4	99	8	
1300	Roaming National Founder, Okuninushi	漫遊の国造神・オオクニヌシ	7	5	99	6	
1301	Dino Rider, Wild Drake	ディノライダー・ワイルドドレーク	7	1	99	7	
1302	Beast Rider, Wiz Merlin	ビーストライダー・ウィズマーリン	7	2	99	7	
1303	Marine Rider, Bard Robin	マリンライダー・バードロビン	7	3	99	7	
1304	Dragon Rider, King Arthur	ドラゴンライダー・キングアーサー	7	4	99	7	
1305	Gryps Rider, Vector Finn	グリプスライダー・ベクターフィン	7	5	99	7	
1306	Wadatsumi	ワダツミ	6	2	50	0	
1307	Awoken Wadatsumi	覚醒ワダツミ	7	2	99	3	
1308	Wolyafa	月夜花	3	1	25	0	
1309	Golden Fox Spirit, Wolyafa	金色の妖狐・月夜花	4	1	70	2	
1310	Hati Bebe	ハティーベベ	3	2	25	0	
1311	Gale Wolf, Hati	暴風の牙狼・ハティー	4	2	70	2	
1312	Mistress	ミストレス	3	3	25	0	
1313	Purple Queen Bee, Mistress	紫電の女王蜂・ミストレス	4	3	70	2	
1314	Skeggiold	スケゴルト	3	4	1	0	
1315	Baphomet	バフォメット	4	5	50	0	
1316	Underworld Tyrant, Baphomet	冥界の邪神・バフォメット	5	5	99	2	
1317	King Mastering	キングマスターリング	6	1	99	2	
1318	ECO Super Tiny Alma	ECO・スーパータイニー・アルマ	6	4	99	2	
1319	I Love PAD Bear	I LOVE パズドラベア	4	4	99	8	
1322	GC CRAB Ver.3	GC CRAB Ver.3	7	4	99	2	
1323	King DeviTAMA	キングデビたま	6	5	1	0	
1324	Extreme King Metal Dragon	超絶キングメタルドラゴン	7	5	1	0	
1325	Jewel of Fire	火の宝玉	7	1	1	0	
1326	Jewel of Water	水の宝玉	7	2	1	0	
1327	Jewel of Wood	木の宝玉	7	3	1	0	
1328	Jewel of Light	光の宝玉	7	4	1	0	
1329	Jewel of Darkness	闇の宝玉	7	5	1	0	
1330	Krishna	クリシュナ	5	1	50	0	
1331	Divine Brave General, Krishna	勇将神・クリシュナ	6	1	99	4	
1332	Sarasvati	サラスヴァティ	5	2	50	0	
1333	Blessed River Goddess, Sarasvati	聖流の女神・サラスヴァティ	6	2	99	4	
1334	Vishnu	ヴィシュヌ	5	3	50	0	
1335	Creator God, Vishnu	創界神・ヴィシュヌ	6	3	99	4	
1336	Ganesha	ガネーシャ	5	4	50	0	
1337	Scholarly God, Ganesha	学問神・ガネーシャ	6	4	99	4	
1338	Durga	ドゥルガー	5	5	50	0	
1339	Demon Slaying Goddess, Durga	魔討の女神・ドゥルガー	6	5	99	4	
1342	Gleaming Kouryu Emperor, Fagan	星輝の黄龍帝・ファガン	8	4	99	8	
1343	Dark Kouryu Emperor, Fagan	絶冥の黄龍神・ファガン	8	5	99	8	
1344	Sword-Wielding God of Victory, Freyr	龍剣の勝利神・フレイ	7	1	99	6	
1345	Eternal Twin Stars, Idunn&Idunna	永久の双星神・イズン＆イズーナ	7	2	99	6	
1346	Bountiful Arbor Goddess, Freyja	煌樹の豊麗神・フレイヤ	7	3	99	6	
1347	The Retriever of Mjolnir, Thor	奪還の雷戦神・トール	7	4	99	6	
1348	Cunning Trickster God, Loki	暗躍の狡知神・ロキ	7	5	99	6	
1349	Exa-Hydra	エクサ・ヒドラ	4	1	50	0	
1350	Zeta Hydra	ゼータ・ヒドラ	5	1	99	3	
1351	WoodBahn	ウッドバーン	4	3	50	0	
1352	ForestBahn	フォレストバーン	5	3	99	3	
1353	Storm Dragon, Mistrain	雷龍・キリサメ	4	4	50	0	
1354	Phantom Thunder Dragon, Sagirinokami	幻雷龍・サギリノカミ	5	4	99	3	
1355	Anima	アニマ	5	1	50	0	
1356	Phantom Dragon, Anima	幻影龍・アニマ	6	1	99	4	
1357	Cursed Dragon	カースドラゴン	5	5	50	0	
1358	Immortal Dragon, Cursed Wyrm	不死龍・カースドラゴン	6	5	99	4	
1359	Apocalypse	アポカリプス	5	4	50	0	
1360	Destroyer Dragon, Apocalypse	破壊龍・アポカリプス	6	4	99	5	
1361	Scorched Land Dragon Knight, Himiko	焔土の龍騎姫・卑弥呼	6	1	99	2	
1362	Hidden Sea Dragon Knight, Cleopatra	秘海の龍騎姫・クレオパトラ	6	2	99	2	
1363	Heavenly Wind Dragon Knight, Ishtar	天風の龍騎姫・イシュタル	6	3	99	2	
