MonsterID	MaxLevel	MaxHP	MaxATK	MaxRCV	GrowthRateHP	GrowthRateATK	GrowthRateRcv	CurSell	CurFodder	MinHP	MinATK	MinRCV
2066	1	100	500	60	1	1	1	50000	40000	100	500	60	
1084	99	2125	933	392	1	1	1	6300	6000	850	574	251	
251	1	1000	800	300	1	1	1	1350	40000	1000	800	300	
3064	99	2774	974	0	1	1	1	3150	2850	1156	406	0	
3540	99	280	300	36	1.5	1.5	1.5	1200	900	28	30	3	
1677	50	1193	828	311	1	1	1	3300	3000	497	487	183	
2432	99	2428	1159	180	0.7	0.7	0.7	3750	3450	1156	610	75	
78	25	819	316	33	1	1	1	1200	900	131	101	8	
3353	99	3330	1915	428	1	1	1	7350	7050	1252	646	171	
1261	99	2693	1726	360	1	1	1	7350	7050	1077	884	240	
1326	1	100	100	300	1	1	1	1500	60000	100	100	300	
1095	99	3509	1405	231	1.5	1.5	1.5	6150	5850	861	416	105	
761	99	2341	1033	472	1	1	1	5700	5400	565	333	171	
2263	99	3140	1454	315	1	1	1	7200	6900	1256	808	175	
893	99	3139	1507	560	1	1	1	6600	6300	1278	719	340	
1898	50	1175	576	128	1	1	1	2250	1950	261	128	61	
437	15	300	500	200	1	1	1	1500	1200	30	50	20	
3506	99	5518	1731	307	1	1	1	8250	7950	2074	737	140	
2627	50	1222	871	19	1	1	1	2250	1950	509	363	8	
740	99	2124	1092	228	1	1	1	8700	8400	472	312	69	
427	50	719	279	294	0.7	0.7	0.7	2400	2100	218	93	140	
3043	99	2525	1733	158	1	1	1	4050	3750	1010	693	63	
2835	1	500	200	100	1	1	1	1200	40000	500	200	100	
1109	99	2957	1638	220	1.5	1.5	1.5	6150	5850	798	421	105	
2275	1	108	108	108	1	1	1	1050	40000	108	108	108	
825	99	2179	1297	378	1	1	1	4800	4500	990	798	252	
75	50	813	406	117	0.7	0.7	0.7	1650	1350	276	152	45	
1324	1	2000	600	100	0.7	0.7	0.7	1000	1600000	2000	600	100	
1634	25	653	635	69	1	1	1	1800	1500	145	141	33	
921	99	2587	1324	424	1	1	1	5100	4800	429	510	249	
2117	99	2233	1753	286	1	1	1	4350	4050	893	701	136	
966	50	1205	485	80	1	1	1	1800	1500	482	194	38	
3291	99	1365	334	13	1	1	1	1350	1050	650	159	6	
1641	70	2333	1235	29	1	1	1	2700	2400	933	494	14	
1342	99	4005	1772	156	1	1	1	18000	17700	1482	1181	104	
2119	99	2423	1248	353	1.5	1.5	1.5	2850	2550	969	499	168	
1106	99	2077	1188	688	1	1	1	4650	4350	672	473	399	
1336	50	1013	813	377	1	1	1	3300	3000	422	478	222	
3375	99	3225	1905	353	1	1	1	8250	7950	1250	747	196	
486	35	625	897	194	1	1	1	1950	1650	142	255	93	
2183	50	1913	603	0	1.5	1.5	1.5	4200	3900	425	134	0	
1518	99	2454	1330	863	1	1	1	10350	10050	981	582	345	
926	25	1355	396	0	1	1	1	1500	1200	301	88	0	
806	99	3345	1466	325	1	1	1	4950	4650	1338	759	153	
368	50	1262	964	323	1.5	1.5	1.5	4050	3750	526	482	154	
3357	99	5113	1474	131	1	1	1	5700	5400	2013	688	11	
3490	99	3978	1792	731	1	1	1	9000	8700	1689	785	251	
2677	99	3230	1715	438	1	1	1	7350	7050	1252	646	171	
1208	99	4019	1209	179	1	1	1	6600	6300	2111	1156	81	
3538	99	450	275	0	1.5	1.5	1.5	1200	900	45	27	0	
3096	99	3009	1695	191	1	1	1	8100	7800	712	352	38	
1884	99	3101	1708	188	0.7	0.7	0.7	3300	3000	689	488	57	
261	1	1000	500	100	0.7	0.7	0.7	100	700000	1000	500	100	
544	99	4540	1504	185	1	1	1	8700	8400	1816	716	56	
808	99	5045	1119	54	1	1	1	4950	4650	2018	566	2	
354	35	546	552	288	1	1	1	2100	1800	210	263	137	
3252	99	2628	1406	404	1	1	1	5700	12000	971	754	369	
2902	99	3805	1183	590	1	1	1	6600	6300	1158	713	289	
1230	99	1696	1075	168	1	1	1	3000	2700	628	512	48	
2655	30	565	212	42	1	1	1	1800	1500	269	101	20	
2590	70	1680	1102	11	1	1	1	2700	2400	672	612	6	
3110	99	3028	1719	309	1	1	1	6600	6300	1131	955	105	
2538	99	2089	1898	480	1	1	1	4800	4500	463	564	320	
611	35	1178	304	162	1	1	1	2400	2100	368	95	77	
972	99	2508	1289	556	1	1	1	5700	5400	1593	996	438	
3453	99	3290	1667	278	1	1	1	6600	6300	1196	843	138	
3317	1	100	100	100	1	1	1	1500	120000	100	100	100	
1845	99	3610	1454	389	1.5	1.5	1.5	15000	14700	1444	808	216	
756	99	2620	2114	236	1.5	1.5	1.5	6600	6300	1230	743	195	
829	25	1103	419	4	1	1	1	1800	1500	245	93	2	
645	99	2473	2015	0	1	1	1	10350	10050	789	1343	0	
1176	1	3626	1107	0	1	1	1	5850	40000	3626	1107	0	
1926	99	3450	1467	319	1.5	1.5	1.5	7350	7050	1643	911	146	
820	99	3823	1504	0	1	1	1	8700	8400	1529	716	0	
431	10	200	400	400	1	1	1	1500	800	20	40	40	
2239	99	2939	1337	640	1	1	1	6600	6300	1278	719	340	
622	50	1219	718	447	1	1	1	4800	4500	508	359	213	
3324	1	100	100	100	1	1	1	1500	120000	100	100	100	
1867	99	2020	1602	374	1	1	1	4050	3750	808	890	230	
43	30	488	304	60	0.7	0.7	0.7	1050	750	156	88	30	
394	99	2475	1286	685	1.5	1.5	1.5	5850	5550	1050	692	308	
707	25	891	378	116	1	1	1	2250	1950	198	84	55	
2668	99	2205	1215	555	1.5	1.5	1.5	4500	4200	882	486	222	
3597	99	4176	1728	108	1	1	1	8850	8550	1740	720	45	
149	1	1081	326	83	1	1	1	20000	1500	1081	326	83	
3489	99	5360	1986	199	1	1	1	9000	8700	2088	902	53	
2415	50	1394	854	48	1	1	1	3300	3000	581	356	20	
128	50	1313	769	342	1.5	1.5	1.5	2300	2000	305	223	71	
175	1	40	200	1	1	1	1	10000	8000	40	200	1	
73	50	863	413	108	0.7	0.7	0.7	1650	1350	276	158	41	
3641	99	5010	1542	183	1.5	1.5	1.5	24000	23700	961	280	66	
2186	99	3393	1435	73	0.7	0.7	0.7	4050	3750	754	410	22	
3199	50	1428	754	98	1	1	1	4050	3750	595	314	41	
3416	99	3685	1933	23	1	1	1	10350	10050	1474	773	9	
2086	99	2900	1398	330	1	1	1	5700	5400	871	499	180	
1930	5	135	52	12	1	1	1	600	300	42	32	5	
1154	50	1112	545	195	1	1	1	2400	2100	247	121	93	
296	99	2401	810	298	1	1.5	1.5	3300	3000	649	324	149	
3371	99	4028	2443	348	1	1	1	12000	11700	1211	801	99	
3312	1	100	100	100	1	1	1	1800	1500	100	100	100	
1006	50	1225	918	220	1	1	1	3000	240000	777	500	100	
954	25	927	432	46	1	1	1	1500	1200	206	96	22	
2055	99	4047	1473	0	1	1	1	2850	2550	988	475	0	
3033	99	3308	2352	98	1	1	1	5550	5250	1106	902	21	
2674	99	3005	1345	238	1.5	1.5	1.5	4500	4200	1202	538	95	
2315	99	2940	1696	308	1.5	1.5	1.5	8550	8250	1430	889	180	
1643	99	4493	1253	0	1	1	1	4350	4050	1437	421	0	
1741	99	2695	1183	650	1	1	1	6600	6300	1158	713	289	
2326	99	2398	1823	218	1	1	1	4950	4650	799	669	104	
1866	50	1010	989	255	1	1	1	2400	2100	421	582	150	
310	50	1875	888	8	1	1	1	2550	2250	504	284	5	
2593	99	4628	1523	0	1.5	1.5	1.5	13500	13200	2012	662	0	
2236	99	2974	1898	164	1	1	1	6600	6300	739	932	91	
192	50	525	1097	164	1	1	1	1950	1650	192	355	113	
2901	99	4395	1856	27	1	1	1	6600	6300	1278	1031	15	
84	25	694	347	29	1	1	1	1200	900	111	111	7	
1235	50	1562	830	218	1	1	1	3300	3000	651	488	128	
3358	99	3757	1464	334	1	1	1	4050	3750	1766	719	187	
2441	99	4118	1518	120	1	1	1	8700	8400	1647	607	48	
741	99	2115	1103	215	1	1	1	8700	8400	470	315	65	
2533	99	3821	1011	682	1.5	1.5	1.5	6750	6450	1170	709	255	
292	35	741	383	172	1	1	1	2400	2100	353	153	86	
1585	50	1382	840	372	1.5	1.5	1.5	5550	5250	576	494	219	
3640	99	6530	1324	129	1.5	1.5	1.5	24000	23700	1052	201	13	
3360	50	1435	540	290	1	1	1	3450	3150	598	225	121	
3486	99	5050	1968	304	1.5	1.5	1.5	9000	8700	1934	831	139	
717	30	582	316	165	1	1	1	1350	2400	102	58	24	
1061	50	3086	755	24	1	1	1	4950	4650	1494	444	0	
2269	99	2025	1933	301	1	1	1	4950	4650	810	1074	167	
1001	99	2948	1350	588	1	1	1	6600	6300	1179	733	392	
2883	30	865	548	23	1	1	1	1950	1650	412	261	11	
521	50	1225	918	220	1	1	1	3000	232000	777	500	100	
150	1	1106	311	83	1	1	1	20000	1500	1106	311	83	
3407	99	3098	805	628	1	1	1	5850	5550	879	322	239	
2903	99	4125	1845	103	1	1	1	6600	6300	1250	747	196	
1794	99	2528	1506	554	1	1	1	7050	6750	971	754	369	
193	15	255	379	133	1	1	1	1000	1400	34	101	16	
180	1	250	30	10	1	1	1	300000	160000	250	30	10	
2508	50	1495	917	103	1	1	1	7200	6900	623	382	43	
395	99	2475	1186	685	1.5	1.5	1.5	5850	5550	1050	692	308	
2525	99	4500	1850	250	1.5	1.5	1.5	16350	16050	450	185	25	
1814	99	2236	1183	530	1	1	1	4800	4500	926	713	289	
3545	1	2200	800	2000	0.7	0.7	0.7	16050	15750	2200	800	2000	
1160	50	1049	486	288	1	1	1	2400	2100	233	108	137	
2285	99	666	1292	389	0.7	0.7	0.7	2700	2400	148	369	118	
2105	99	3493	1433	206	1	1	1	5700	5400	1257	413	98	
1092	99	3260	1410	298	1	1	1	6450	6150	1204	914	109	
889	99	2912	2244	0	1	1	1	6600	6300	701	1296	0	
2733	99	1820	1238	783	1	1	1	4950	4650	379	229	145	
3581	99	4805	1603	6	1.5	1.5	1.5	10350	10050	1602	661	29	
841	99	2603	963	426	1	1	1	4950	4650	1041	385	203	
3417	99	3335	1577	302	1	1	1	4950	4650	1294	918	201	
350	25	796	333	154	1	1.5	1.5	3150	2850	398	222	77	
3408	99	3751	533	0	1	1	1	4500	4200	1563	222	0	
738	99	2133	1096	224	1	1	1	8700	8400	474	313	68	
72	15	345	176	45	0.7	0.7	0.7	800	500	46	47	9	
179	1	100	20	5	1	1	1	30000	108000	100	20	5	
1655	50	1054	811	279	1	1	1	2850	2550	439	477	164	
239	99	2197	1236	660	1.5	1.5	1.5	4950	4650	1046	824	440	
481	99	2195	1156	264	1	1	1	3450	3150	798	429	115	
1982	50	1008	855	69	1.5	1.5	1.5	2400	2100	224	190	33	
2584	70	1775	1046	20	1	1	1	2700	2400	710	581	11	
3318	1	100	100	100	1	1	1	1500	120000	100	100	100	
3495	99	3057	2243	738	1	1	1	8250	7950	1379	927	258	
3395	99	4534	1584	29	1	1	1	4050	3750	2257	638	0	
1614	50	1013	887	316	1	1	1	2850	2550	422	522	186	
421	50	736	252	321	0.7	0.7	0.7	2400	2100	223	84	153	
2209	1	100	100	100	1	1	1	1500	40000	100	100	100	
20	99	2112	1097	220	1	1	1	2550	2250	763	449	95	
103	70	1272	898	249	1	1	1	2250	1950	560	360	97	
158	1	10	5	80	1	1	1	1000	300	10	5	80	
498	50	1474	814	435	1	1	1	4050	3750	614	407	207	
1137	70	1613	900	281	1	1	1	2550	2250	645	320	134	
1263	99	2935	1807	272	1	1	1	6600	6300	1294	918	201	
2709	1	100	100	100	1	1	1	1050	40000	100	100	100	
91	70	863	484	513	0.7	0.7	0.7	2100	1800	250	180	248	
334	99	2927	1313	275	1.5	1.5	1.5	4200	3900	756	426	121	
3104	99	3235	1806	196	1	1	1	6600	6300	1494	698	109	
1077	50	1092	646	262	1	1	1	3900	3600	455	380	154	
3519	99	3217	1516	590	1	1	1	10200	9900	1609	583	295	
2885	1	500	250	0	1	1	1	8850	8550	500	250	0	
2552	50	1459	574	226	1	1	1	3300	3000	608	239	94	
1219	50	1571	459	109	1	1	1	2400	2100	349	102	52	
2113	99	2395	1510	218	1	1	1	2850	2550	958	604	104	
2056	99	3752	1426	119	1	1	1	2850	2550	921	460	44	
2098	99	2213	1659	272	0.7	0.7	0.7	3150	2850	885	866	151	
2262	50	1570	898	194	1	1	1	5550	5250	654	528	114	
2566	99	5780	1609	0	1	1	1	12000	11700	2072	783	0	
1530	99	444	1543	316	0.7	0.7	0.7	2700	2400	105	1187	166	
2947	99	5303	1304	26	1	1	1	7500	7200	2869	680	22	
74	15	345	169	50	0.7	0.7	0.7	800	500	46	45	10	
916	1	666	666	250	1	1	1	1500	40000	666	666	250	
3547	1	2500	2500	750	0.7	0.7	0.7	16050	15750	2500	2500	750	
1596	30	668	566	90	0.7	0.7	0.7	1350	1050	257	354	56	
3034	50	1210	802	139	0.7	0.7	0.7	2850	2550	504	334	58	
369	99	2725	1302	437	1.5	1.5	1.5	5700	5400	1010	868	291	
2894	99	4035	1619	150	1	1	1	9000	8700	1650	1085	0	
2435	30	725	570	128	0.7	0.7	0.7	1950	1650	279	356	80	
3292	99	2069	683	25	1	1	1	2250	1950	985	325	12	
1126	50	1375	622	320	1	1	1	3150	2850	573	366	188	
1266	99	3525	1524	266	1	1	1	6600	6300	1350	909	177	
2287	99	3038	1919	274	1	1	1	10350	10050	675	534	83	
3451	99	4050	1589	96	1	1	1	6600	6300	1300	883	70	
2972	99	4130	1840	281	0.7	0.7	0.7	7350	7050	1372	656	48	
3304	99	3866	1776	114	1	1	1	3000	2700	1923	894	102	
1173	30	551	350	254	1	1	1	1500	1200	212	219	159	
678	99	2490	1700	183	1	1	1	4050	3750	796	680	87	
3424	99	3068	1340	378	1	1	1	4950	4650	1227	536	151	
2133	99	4303	1448	102	1	1	1	6600	6300	1401	539	15	
699	50	1067	756	86	1	1	1	2400	2100	237	168	41	
1986	25	999	522	65	1	1	1	1500	1200	222	116	31	
2766	99	2838	1778	646	1	1	1	6300	6000	975	697	309	
2382	50	2054	574	22	1.5	1.5	1.5	5550	5250	856	239	9	
2621	50	1260	691	118	1	1	1	2250	1950	525	288	49	
3072	99	3823	1922	223	1	1	1	8250	7950	1129	901	107	
1056	70	1104	874	521	1	1	1	2400	2100	502	546	347	
649	99	2818	1901	0	1	1	1	10350	10050	1225	1267	0	
3507	99	3610	1844	810	1	1	1	9000	8700	1400	840	302	
1829	99	2458	1361	500	1	1	1	5700	5400	983	756	278	
795	25	468	401	103	1	1	1	1500	1200	104	89	49	
44	10	205	108	27	0.7	0.7	0.7	500	200	41	43	8	
45	30	503	319	45	0.7	0.7	0.7	1050	750	164	97	24	
2192	99	3011	1474	257	1.5	1.5	1.5	4800	4500	669	421	78	
2681	99	2405	1085	583	1	1	1	4200	3900	962	434	233	
2234	99	3418	1517	225	1	1	1	7350	7050	1367	843	125	
38	10	215	93	30	0.7	0.7	0.7	500	200	43	37	9	
1859	99	2738	2025	63	0.7	0.7	0.7	4500	4200	1175	1125	35	
839	70	1595	903	235	1	1	1	2700	2400	638	361	112	
2676	99	3130	1615	428	1	1	1	5700	5400	1252	646	171	
1074	99	2948	1224	479	1	1	1	4950	4650	1179	680	266	
2877	99	1579	1073	410	1	1	1	4200	3900	752	511	195	
3000	99	1997	1497	25	0.7	0.7	0.7	4200	3900	951	713	12	
482	99	2228	1131	286	1	1	1	3450	3150	812	418	126	
97	70	840	525	443	0.7	0.7	0.7	2100	1800	230	237	225	
641	99	2354	1280	863	1	1	1	8700	8400	981	582	345	
3235	99	4275	1759	311	1	1	1	12000	11700	1310	977	0	
1333	99	2415	1300	548	1	1	1	4950	4650	966	722	288	
1243	50	1973	949	126	1	1	1	7200	6900	822	558	74	
3017	99	4369	1794	35	1	1	1	15000	14700	1951	741	5	
2614	99	2708	1383	320	1	1	1	4050	3750	1083	553	128	
443	99	3885	1132	432	1.5	1.5	1.5	10200	9900	1439	539	123	
2626	99	3293	1215	238	1	1	1	3900	3600	1317	486	95	
2391	99	6003	1113	0	1	1	1	7500	7200	2281	507	0	
3040	50	1423	588	144	1	1	1	2400	2100	593	245	60	
3305	99	4038	1877	214	1	1	1	4650	4350	1923	894	102	
507	70	1463	965	284	1	1	1	2400	2100	542	386	189	
3152	99	2914	1326	9	1	1	1	7200	6900	914	426	1	
3200	99	2855	1698	220	1	1	1	5700	5400	1142	679	88	
215	99	2940	1316	172	1	1	1	3300	3000	1176	940	86	
404	35	297	525	370	0.7	0.7	0.7	1950	1650	99	175	176	
896	25	828	441	8	1	1	1	1650	1350	184	98	4	
575	50	1598	799	378	1	1	1	4050	3750	666	444	210	
378	50	704	578	59	1	1	1	2250	1950	176	165	28	
545	15	62	630	137	0.7	0.7	0.7	1050	1700	24	252	65	
70	15	360	165	45	0.7	0.7	0.7	800	500	48	44	9	
1136	25	806	356	149	1	1	1	1650	1350	179	79	71	
2035	50	1210	942	320	1	1	1	2850	2550	504	554	188	
1054	70	3117	651	51	1	1	1	2400	2100	1417	407	34	
3588	99	4085	1683	43	1	1	1	6600	6300	954	713	149	
40	10	205	90	37	0.7	0.7	0.7	500	200	41	36	11	
234	1	300	300	300	1	1	1	1200	40000	300	300	300	
1844	99	3100	1380	352	1.5	1.5	1.5	13350	13050	1444	808	216	
1880	99	3370	1233	76	1	1	1	5700	5400	1428	453	36	
3153	99	4014	1726	21	1	1	1	8850	8550	914	426	1	
1818	99	1932	1221	641	1	1	1	4800	4500	804	706	356	
804	99	2805	1332	610	1	1	1	4950	4650	1042	629	339	
2787	99	4061	1325	86	1	1	1	2850	2550	1692	552	36	
1228	99	1596	678	505	1	1	1	2850	2550	591	323	144	
716	99	2826	1197	218	1	1	1	9600	9300	1239	873	145	
3344	99	3735	1643	140	1	1	1	6600	6300	778	304	26	
549	15	65	628	141	0.7	0.7	0.7	1050	1700	25	251	67	
1085	1	500	400	300	1	1	1	1350	40000	500	400	300	
1189	99	3256	1765	274	1	1	1	10350	10050	1810	1261	137	
996	99	3038	1197	703	1	1	1	6600	6300	1215	731	402	
1757	50	1754	779	31	0.7	0.7	0.7	2850	2550	731	458	18	
172	1	40	200	1	1	1	1	10000	8000	40	200	1	
265	70	750	1338	93	0.7	0.7	0.7	3100	2200	326	637	62	
1113	99	3331	1802	125	1.5	1.5	1.5	6600	6300	1586	968	83	
405	99	595	1419	500	0.7	0.7	0.7	3750	3450	238	473	333	
2249	99	2593	1401	667	1	1	1	5850	5550	1037	667	337	
3365	99	2965	1923	43	1	1	1	4950	4650	1186	769	17	
2057	99	3568	1513	59	1	1	1	3000	2700	811	488	22	
2519	99	1427	1358	608	1	1	1	3900	3600	672	473	399	
2059	99	4165	1517	0	1	1	1	4500	4200	1786	843	0	
550	50	120	1187	191	0.7	0.7	0.7	1800	2000	52	565	127	
2594	99	5030	1605	0	1.5	1.5	1.5	16500	16200	2012	662	0	
1002	1	50	50	50	1	1	1	500	10000	50	50	50	
2517	99	2224	1099	518	1	1	1	3900	3600	644	431	448	
766	25	531	621	65	1	1	1	1500	1200	118	138	31	
2185	99	3096	1491	125	0.7	0.7	0.7	4050	3750	688	426	38	
985	99	3240	1696	308	1.5	1.5	1.5	9000	8700	1430	889	180	
1241	50	2059	825	112	1	1	1	5550	5250	858	485	66	
1594	99	1724	1260	257	0.7	0.7	0.7	2850	2550	383	360	78	
294	15	483	160	92	1	1	1	1500	1750	230	80	46	
2576	99	2846	1140	96	1	1	1	4050	3750	1355	600	40	
2826	50	2258	890	127	1	1	1	3300	3000	941	371	53	
3205	50	1402	818	65	1	1	1	4050	3750	584	341	27	
2206	99	3172	1652	422	1.5	1.5	1.5	14850	14550	488	472	128	
1267	99	3475	1414	346	1	1	1	6600	6300	1350	909	177	
664	25	634	397	208	1	1	1	1500	1200	198	124	99	
3290	99	1313	145	116	1	1	1	1350	1050	625	69	55	
3535	99	4530	1931	493	1	1	1	12000	11700	1346	855	133	
2142	99	3313	1358	298	0.7	0.7	0.7	5100	4800	1325	543	142	
30	15	255	128	55	1	1	1	700	400	34	34	11	
322	99	2527	1688	220	1.5	1.5	1.5	4200	3900	798	421	105	
3112	99	4580	1710	660	1.5	1.5	1.5	16350	16050	845	279	41	
2698	50	1394	722	67	1	1	1	2550	2250	581	301	28	
984	99	6283	1363	-100	1	1	1	6450	6150	3000	1101	0	
2248	99	3080	1208	418	1	1	1	4350	4050	825	409	25	
2040	99	1700	1998	239	1	1	1	4050	3750	680	1110	133	
2034	99	2925	2009	166	1	1	1	4500	4200	1090	977	92	
2636	99	2860	1450	235	1	1	1	7200	6900	1058	907	98	
382	50	680	571	71	1	1	1	2250	1950	170	163	34	
503	99	2684	1145	210	1	1	1	4050	3750	994	458	140	
2076	99	3193	1441	609	1	1	1	7350	7050	1277	927	206	
3247	99	3528	1370	384	1	1	1	4350	4050	1271	913	256	
2575	99	2783	1216	72	1	1	1	4050	3750	1325	640	30	
1419	99	3030	802	507	1	1	1	3450	3150	1348	401	265	
2027	70	1817	918	330	1	1	1	2700	2400	757	540	194	
988	99	2521	1111	802	1.5	1.5	1.5	5850	5550	1170	709	255	
3204	99	3093	1755	113	1	1	1	5700	5400	1237	702	45	
785	99	2709	1309	311	1	1	1	6450	6150	352	374	64	
3523	99	4231	1928	40	1	1	1	10200	9900	1966	864	20	
2051	35	562	226	0	1	1	1	1650	1350	355	105	0	
906	99	1927	1038	207	1	1	1	2550	2250	670	375	90	
2042	99	3808	1414	259	1	1	1	4500	4200	1323	730	144	
1365	99	3272	1350	340	1	1	1	5700	5400	1212	643	97	
882	99	2619	1327	312	1	1	1	4950	4650	1213	823	188	
633	99	2595	1363	423	1	1	1	5700	5400	1038	842	282	
1525	99	3353	1615	51	1	1	1	10350	10050	1316	686	34	
1306	50	1625	771	288	1	1	1	4200	3900	774	514	192	
1424	50	1668	1012	0	1	1	1	4050	3750	695	595	0	
1631	99	4023	1417	0	1	1	1	8700	8400	1609	787	0	
3116	99	2081	1436	548	0.7	0.7	0.7	4800	4500	570	262	261	
1838	99	3983	1415	90	1.5	1.5	1.5	13350	13050	892	299	22	
375	99	2813	1450	284	1.5	1.5	1.5	5700	5400	1125	900	189	
720	25	1260	387	2	1	1	1	1500	1200	280	86	1	
173	1	40	200	1	1	1	1	10000	8000	40	200	1	
2212	1	100	100	100	1	1	1	1500	80000	100	100	100	
1303	99	2641	1942	96	1	1	1	5250	4950	544	514	64	
1314	1	300	150	90	1	1	1	50000	40000	300	150	90	
1749	50	1025	988	158	0.7	0.7	0.7	3300	3000	427	581	93	
3493	99	3528	2214	612	1	1	1	8250	7950	1137	999	282	
438	30	600	1000	400	1	1	1	2400	2100	240	450	180	
256	1	250	30	10	1	1	1	150000	100000	250	30	10	
3157	99	3002	1915	350	1	1	1	15000	14700	1542	906	101	
1792	99	2454	1330	863	1	1	1	10200	9900	981	582	345	
2707	1	100	100	100	1	1	1	1050	40000	100	100	100	
3259	99	4125	1569	214	1	1	1	8850	8550	1240	695	99	
3392	99	4969	2493	34	1	1	1	10500	10200	1845	1362	52	
210	70	855	546	456	1	0.7	0.7	2100	1800	190	103	152	
1124	50	2062	643	17	1	1	1	3150	2850	859	378	10	
3355	99	3515	1613	475	1	1	1	7350	7050	1266	625	190	
2306	25	948	283	36	1	1	1	1650	1350	395	118	15	
2452	50	1253	882	218	1.5	1.5	1.5	2400	2100	522	519	128	
2834	1	500	200	100	1	1	1	1200	40000	500	200	100	
510	25	634	397	208	1	1	1	1500	1200	198	124	99	
2280	99	2805	1732	640	1	1	1	8250	7950	1042	629	339	
3091	99	2351	1761	64	1	1	1	4500	4200	858	520	50	
2215	1	100	100	100	1	1	1	1500	80000	100	100	100	
2761	99	4096	1614	429	1.5	1.5	1.5	13500	13200	1296	814	389	
1000	99	3348	1350	488	1	1	1	6600	6300	1179	733	392	
387	99	2150	1516	86	1	1	1	3600	3300	557	472	57	
2550	50	1608	624	134	0.7	0.7	0.7	5550	5250	670	260	56	
2208	1	100	100	100	1	1	1	1500	40000	100	100	100	
1977	99	2204	1023	535	1	1	1	2700	2400	501	330	198	
3409	99	7503	1200	0	1	1	1	6150	5850	1563	222	0	
2612	99	2348	1798	178	1	1	1	4050	3750	939	719	71	
2740	99	3137	1453	356	1	1	1	6450	6150	1069	765	163	
2081	99	2765	1730	306	1	1	1	6600	6300	1066	850	170	
3273	99	5555	1548	406	1	1	1	8250	7950	2178	650	183	
953	70	1225	933	271	1	1	1	2400	2100	490	373	129	
159	1	10	5	80	1	1	1	1000	300	10	5	80	
1917	99	2012	805	508	0.7	0.7	0.7	2400	2100	447	230	154	
2949	99	3805	1555	293	1	1	1	10500	10200	1522	622	117	
1464	50	1042	998	228	1	1	1	7200	6900	434	587	134	
2746	99	4695	1621	0	1	1	1	10350	10050	1838	817	0	
1766	30	257	461	336	1	1	1	1350	1050	99	288	210	
2058	50	2232	937	0	1	1	1	2850	2550	930	551	0	
1162	50	2151	446	61	1	1	1	2550	2250	478	99	29	
3322	1	100	100	100	1	1	1	1500	120000	100	100	100	
2651	99	1451	1453	229	1	1	1	4050	3750	691	692	109	
1307	99	3250	1249	466	1	1	1	7350	7050	1300	694	259	
2926	99	2890	1352	280	1	1	1	4950	4650	985	325	29	
324	99	2427	1238	510	1.5	1.5	1.5	4200	3900	798	421	105	
1633	70	1818	1065	195	1	1	1	2700	2400	727	426	93	
2253	99	4018	1705	218	1.5	1.5	1.5	16500	16200	1607	682	104	
3115	99	4897	1436	100	1.5	1.5	1.5	6450	6150	1046	824	440	
1268	99	3353	1491	309	1	1	1	6600	6300	1277	927	206	
2054	99	3466	1767	0	1	1	1	2850	2550	856	570	0	
1233	50	1447	792	321	1	1	1	3300	3000	603	466	189	
3325	1	100	100	100	1	1	1	1500	120000	100	100	100	
608	70	1347	1130	173	1	1	1	2400	2100	499	452	115	
2129	99	4026	1317	0	1	1	1	6600	6300	976	565	0	
3016	99	4069	1594	25	1	1	1	13350	13050	1951	741	5	
690	70	1600	1153	32	1	1	1	2250	1950	500	461	27	
2295	50	1454	821	238	1	1	1	5100	4800	606	483	140	
2038	99	2760	1916	272	1	1	1	4500	4200	1064	898	151	
3537	99	4008	1462	120	0.7	0.7	0.7	5400	5100	1403	701	28	
1288	50	1798	678	111	1	1	1	2400	2100	749	399	65	
238	50	1308	916	489	1.5	1.5	1.5	2800	2500	623	436	233	
90	25	313	200	275	0.7	0.7	0.7	1100	800	25	32	33	
3048	1	10	250	10	1	1	1	1050	40000	10	250	10	
3111	99	2454	1430	893	1	1	1	12000	11700	981	582	345	
3327	99	2453	1605	420	0.7	0.7	0.7	8700	8400	981	642	168	
333	99	2760	1512	251	1.5	1.5	1.5	4200	3900	777	451	95	
573	50	1390	1002	257	1	1	1	4050	3750	579	501	143	
571	50	906	1048	106	1	1	1	4050	3750	412	524	59	
3206	99	2805	1840	148	1	1	1	5700	5400	1122	736	59	
778	99	3026	1017	0	1	1	1	4950	4650	976	565	0	
2292	99	3048	1484	509	1	1	1	6600	6300	1179	680	266	
2003	1	108	108	108	1	1	1	1050	40000	108	108	108	
920	99	2405	1343	469	1	1	1	5100	4800	437	497	259	
1465	99	2085	1616	513	1	1	1	10350	10050	834	898	205	
2298	99	2928	1364	358	1	1	1	9000	8700	1171	758	199	
381	99	2053	1651	102	1	1	1	3600	3300	579	517	68	
2053	99	3286	1510	208	1	1	1	2850	2550	815	487	77	
202	99	1311	785	691	1	0.7	0.7	3000	2700	690	436	432	
1836	50	1411	813	192	1	1	1	5700	5400	588	478	113	
1150	50	1089	554	200	1	1	1	2400	2100	242	123	95	
2965	99	1868	671	86	0.7	0.7	0.7	2550	2250	257	357	54	
2006	99	4678	1259	217	1	1	1	9750	9450	2058	839	114	
2395	99	3213	2150	184	1.5	1.5	1.5	7350	7050	1125	900	189	
543	99	4433	1439	231	1	1	1	8700	8400	1773	685	70	
