name	effect	
disaster strikes	ATK x2 when simultaneously clearing 4 connected Dark orbs. ATK x0.5 for each additional orb, up to ATK x4 at 8 connected orb.	
disaster strikes	ATK x3 when simultaneously clearing 6 connected Dark orbs. ATK x0.5 for each additional orb, up to ATK x4 at 8 connected orb.	
Disaster Strikes	ATK x2 when simultaneously clearing 4 connected Dark orbs. ATK x0.5 for each additional orb, up to ATK x4 at 8 connected orb.	
Discerning Majesty	Healer type cards HP x1.2, RCV x1.2. Healer type cards ATK x3.5 when HP is greater than 50%.	
Dispelling Circle	Attacker type cards ATK x3. Heal RCV x5 as HP after every orbs elimination.	
Divine Clock of Woven Destinies	Wood attribute cards ATK x3.5. Fire attribute cards HP x2. ATK x1.5 for clearing each Wood orbs in a cross formation.	
Divine Connection	All attribute cards ATK x4 when reaching 6 combos or above.	
Divine Fire of the Asylum	All attribute cards ATK x3 when reaching Fire & Dark combos. Deal ATK x30 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage.	
Divine Healing	God type cards ATK x1.5. Heal RCV x6 as HP after every orbs elimination.	
divine healing of the sun	Healer attribute cards ATK x4 when HP is full. Healer attribute cards ATK x3 when HP is less than 99%. Heal RCV x10 as HP after every orbs elimination.	
Divine Healing of the Sun	Healer attribute cards ATK x4 when HP is full. Healer attribute cards ATK x3 when HP is less than 99%. Heal RCV x10 as HP after every orbs elimination.	
Divine Light Spear Gae Bulg	All attribute cards ATK x3.5 when attacking with Fire, Water & Light orb types at the same time.	
Divine Purgatory Magic	Dark attribute & Devil type cards ATK x2.5. 50% Wood, Light & Dark damage reduction.	
divine queen's breath	God type cards RCV x1.5. Devil type cards ATK x3.5 when HP is greater than 50%.	
Divine Queen's Breath	Devil type cards ATK x3.5 when HP is greater than 80%.	
Divine Regulation	No skyfall matches. God attribute cards All Stats x1.5. God type cards ATK x6 when HP is less than 80%.	
Divine Revelation	God type cards ATK x2, RCV x2.	
Divine Ship of World Protection	God type cards HP x2.5, ATK x1.5, RCV x1.5.	
Divine Soul	Wood attribute & Machine type cards ATK x2.5. Machine type cards RCV x1.5.	
Does it look nice on me?	Dragon & Attacker type cards ATK x3.5, RCV x1.5.	
Dog Spirit - Dark	Dark attribute cards HP x1.5, ATK x2.	
Dog Spirit - Fire	Fire attribute cards HP x1.5, ATK x2.	
Dog Spirit - Light	Light attribute cards HP x1.5, ATK x2.	
Dog Spirit - Shadow	Dark attribute cards ATK x2, RCV x1.5.	
Dog Spirit - Water	Water attribute cards HP x1.5, ATK x2.	
Dog Spirit - Wood	Wood attribute cards HP x1.5, ATK x2.	
Dokuro Attack	Devil type cards HP x1.5, RCV x1.5.	
Dokuro Crisis	Devil type cards HP x1.5, RCV x1.5. Devil attribute cards ATK x2.5 on the turn a skill is used. ( Multiple skills will not stack )	
Donder Strength	All attribute cards ATK x2.5 when reaching 4 combos or above. Turn orb sound effects into Taiko noises.	
Don Double!	Fire & Light attribute cards HP x2, ATK x2. Turn orb sound effects into Taiko noises.	
Don's Survival Tips	Balanced type cards ATK x1.5, RCV x1.5.	
Don't forget...to care for yourself.	Devil type cards ATK x1.5. 50% Fire, Water, Wood, Light & Dark damage reduction.	
Don't get too cocky	Dark attribute cards HP x1.5, ATK x1.5, RCV x1.5.	
Don't lose sight of the core objective	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. Attacker & Machine type cards ATK x1.3.	
Don't push your luck, fool!	Wood attribute cards HP x1.5, ATK x3. ATK x2 when simultaneously clearing 4 connected Heart orbs. ATK x0.5 for each additional orb, up to ATK x3 at 6 connected orb.	
Don't Tell Master!	Healer type cards HP x1.5, ATK x1.5.	
Don't you get it?!	All attribute cards ATK x2 when reaching Wood & Wood combos. ATK x1.5 when simultaneously clearing 4 connected Wood orbs.	
Don't you want to play with me?	Healer attribute cards ATK x4 when HP is full. Healer attribute cards ATK x3 when HP is less than 99%. Heal RCV x10 as HP after every orbs elimination.	
Double Entry System	Attacker type cards ATK x3.	
Double Meteor Blow	All attribute cards ATK x3 when attacking with Wood & Light orb types at the same time.	
Do you want to be saved...?	Light attribute cards ATK x2, RCV x2.	
Draconic Brightness	Physical type cards ATK x3.5 when HP is less than 99%.	
Draco Summoning Pitch	Dragon type cards ATK x1.35, RCV x1.35. All attribute cards ATK x2 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x2 for each additional orb type, up to ATK x4 for all 5 matches.	
Dragon and Bird's Friendship	Dragon attribute cards ATK x3. Attacker attribute cards HP x1.5.	
Dragon Blaze	Dragon type cards HP x1.35, ATK x3.	
Dragon Element	All attribute cards ATK x2 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart. ATK x2.5 for each additional orb type, up to ATK x7 for all 6 matches. Dragon type cards ATK x1.5, RCV x1.5.	
Dragon Emperor Power of Mutation	Balanced & Dragon type cards ATK x2, RCV x2. ATK x2.5 when simultaneously clearing 4 connected Poison or Mortal Poison orbs.	
Dragon Fang	Physical & Attacker type cards HP x1.5, ATK x1.5. All attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
Dragon Force	Dragon type cards HP x2, ATK x2.	
Dragon Friend	Dragon type cards HP x1.5. Dragon attribute cards ATK x5 on the turn a skill is used. ( Multiple skills will not stack )	
Dragon Heart of Despair	All attribute cards ATK x3 when attacking with Light & Dark orb types at the same time. Dragon type cards HP x1.5.	
Dragon Heart of Hope	All attribute cards ATK x3 when attacking with Light & Dark orb types at the same time. Dragon type cards RCV x1.5.	
Dragon Heart of Judgement	Light attribute cards ATK x2 on the turn a skill is used. ( Multiple skills will not stack ) Dragon type cards HP x1.5, RCV x1.5.	
Dragon Heart of Punition	Wood attribute cards ATK x2 on the turn a skill is used. ( Multiple skills will not stack ) Dragon type cards HP x1.5, RCV x1.5.	
Dragon Heart of Purification	All attribute cards ATK x2 when  combo. Dragon type cards HP x1.5, RCV x1.5.	
Dragon Heart of Restauration	Water attribute cards ATK x2 on the turn a skill is used. ( Multiple skills will not stack ) Dragon type cards HP x1.5, RCV x1.5.	
Dragon Heart of Ruin	ATK x2 when simultaneously clearing 3 connected Heart orbs. Dragon type cards HP x1.5, RCV x1.5.	
Dragon King's Pride	Dragon type cards ATK x2.5.	
Dragon King's Wrath	Dragon type cards HP x1.35, ATK x3.5.	
Dragon Knight's Rage	Dragon type cards ATK x2.5.	
Dragon Knight's Resolve	Dragon type cards HP x2, ATK x2.	
Dragon Princess's Prayer	Water & Wood attribute cards HP x2.	
Dragon's Blood	Physical type cards ATK x2.5.	
Dragon's fortune is always True!	Healer & Dragon type cards ATK x2.	
Dragon Soul	While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	
Dragon Soul	Dragon type cards ATK x2, RCV x2.	
Dragon Spirit	Dragon type cards HP x1.5, ATK x1.5, RCV x1.5.	
Dragon Summoning Dance	Dragon type cards HP x1.3, ATK x1.3, RCV x1.3.	
Dragon's Wrath	Dragon type cards ATK x3.5.	
Dragon Waking Decorum	Dragon type cards ATK x3.5, RCV x1.5 when HP is greater than 50%.	
Draw Slash	Attacker type cards ATK x3, RCV x1.5.	
Dreadful Erosion	Devil type cards HP x2, ATK x3. Devil attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
Dry up and die!	All attribute cards ATK x3 when reaching Light & Light combos.	
Dumpty's Ale	20% all damage reduction when HP is full.	
Earth Dragon's Crest	Dragon type cards ATK x2.5.	
Earth Dragon's Protection	55% Wood damage reduction.	
Earth Dragon's Scale	Dragon type cards ATK x2.	
Earth Soul	Wood attribute cards ATK x2.	
Eeee, Eeeeeee!	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5 for each additional orb type, up to ATK x4.5 for all 5 matches. Matched attribute ATK x2.5 when matching exactly 5 connected orbs with at least 1 enhanced orb.	
Eightfold Sacred Seal	Matched attribute ATK x4.5 when matching exactly 5 connected orbs with at least 1 enhanced orb. Reduce damage taken by 50% after matching Heal orbs in a cross formation.	
Eighth Dragon Awakening - Sea	All attribute cards ATK x6, 50% all damage reduction when attacking with Fire, Water, Wood, Light & Dark orb types at the same time. ATK x2.5 for clearing each Water orbs in a cross formation.	
Eighth Dragon Awakening - Sky	Can no longer clear 3 connected orbs. All attribute cards ATK x4. ATK x3, reduce damage taken by 50% after matching Heal orbs in a cross formation.	
Eight-Headed Dragon's Gaze	Dragon type cards ATK x4 when HP is less than 80%.	
Eight Heavenly Positions	Healer attribute cards ATK x7 when HP is full. Healer attribute cards ATK x3 when HP is less than 99%.	
Eight World Divine Soul	ATK x2 at 4 combos. ATK x0.5 for each additional combo, up to ATK x4 at 8 combos. While your HP is 50% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	
Electromagnetic Pulse	Physical & Machine type cards HP x1.3, ATK x1.3. Dark attribute cards ATK x4 when HP is full. Dark attribute cards ATK x4 when HP is less than 50%.	
Elegant Pride	Healer type cards HP x1.5, ATK x2. All attribute cards ATK x3 when reaching 2 set of Heart combos. ATK x1.5 for each additional combo, up to ATK x4.5 when reaching 3 combos.	
Elemental Circle	All attribute cards ATK x2 when attacking with 2 of following orb types: Fire, Water, Wood, Light & Dark. ATK x1 for each additional orb type, up to ATK x3 for all 3 matches. ATK x1.5 when simultaneously clearing 5 connected Water orbs. ATK x0.5 for each additional orb, up to ATK x2.5 at 7 connected orb.	
Elemental Square	Change the board to 7x6 size. All attribute cards ATK x3, RCV x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5,  RCV x0.5 for each additional orb type, up to ATK x4, RCV x4 for all 5 matches.	
Element Area	All attribute cards ATK x3, RCV x2 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark. Change the board to 7x6 size.	
elixir of vigor	ATK x3 when simultaneously clearing 6 connected Light orbs. ATK x0.5 for each additional orb, up to ATK x4 at 8 connected orb.	
Elixir of Vigor	ATK x2 when simultaneously clearing 4 connected Light orbs. ATK x0.5 for each additional orb, up to ATK x4 at 8 connected orb.	
Embrace of Demonic Fire Queen	Devil type cards ATK x3.	
Emerald Amplifier	ATK x1.5 when simultaneously clearing 3 connected Wood orbs. Machine type cards HP x1.5, RCV x1.5.	
Emerald Archer	Balanced type cards ATK x2, RCV x2.	
Emerald Coating	Dragon & Machine type cards ATK x2, RCV x2. Wood attribute cards ATK x2.5 on the turn a skill is used. ( Multiple skills will not stack )	
Emerald Converter	Machine type cards ATK x3. Wood attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
Emerald Cowl	Machine type cards ATK x2.5 when HP is greater than 50%. 20% Water, Wood, Light & Dark damage reduction.	
Emerald Film	Wood attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack ) Machine type cards HP x1.5, RCV x1.5.	
Emperor God's Indomitable Fortitude	All attribute cards ATK x3 when reaching Fire & Water combos. ATK x3, reduce damage taken by 35% after matching Heal orbs in a cross formation.	
Emperor's Unifying Force	Dragon type cards ATK x2.5, RCV x1.5. Matched attribute ATK x2.5 when matching exactly 5 connected orbs with at least 1 enhanced orb.	
End of the World's Calling	Wood attribute cards HP x1.1, ATK x1.1, RCV x1.1. ATK x2.5 when simultaneously clearing 4 connected Jammer orbs. ATK x0.5 for each additional orb, up to ATK x3.5 at 6 connected orb.	
Energy Rain	Physical type cards HP x1.5. ATK x3 when simultaneously clearing 6 connected Water orbs.	
Energy Shower	Wood attribute cards ATK x1.5.	
Enhanced Ninjutsu - Chi	Physical type cards HP x1.5, ATK x1.5.	
Enhanced Ninjutsu - Gi	Healer type cards HP x1.5, ATK x1.5.	
Enhanced Ninjutsu - Jin	Balanced type cards ATK x1.5, RCV x1.5.	
Enhanced Ninjutsu - Rei	Balanced type cards HP x1.5, ATK x1.5.	
Enhanced Ninjutsu - Shin	Attacker type cards HP x1.5, ATK x1.5.	
Enjoy the Fiesta!	70% Dark damage reduction.	
Enjoy your holidays...	God & Machine type cards ATK x1.3, RCV x1.3. Matched attribute ATK x5 when matching exactly 5 connected orbs with at least 1 enhanced orb.	
Enthusiastic Volunteer	Attacker type cards ATK x3, RCV x1.5 when HP is greater than 50%.	
Envious Sigh	Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb. God type cards HP x1.5, ATK x1.5.	
Eroding Miasma	Devil type cards HP x1.35, ATK x3.	
Eroding Urge	Devil type cards HP x1.35, ATK x3.	
Essence of the Eight Positions	Healer type cards ATK x4 when HP is full.	
Eternal Dragon Agreement - Torvio	Reduce damage taken by 50% after matching Heal orbs in a cross formation.	
Eternal Dragon Pact - Dorva	Dragon type cards HP x1.35. ATK x2 when simultaneously clearing 3 connected Heart orbs. ATK x1.5 for each additional orb, up to ATK x6.5 at 6 connected orb.	
Eternal Dragon Pact - Dorva X	Balanced & Dragon type cards HP x1.35, ATK x1.35. ATK x6, reduce damage taken by 35% after matching Heal orbs in a cross formation.	
eternal dragon pact - fragrem	Light attribute cards HP x2, ATK x2.5. Light attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
Eternal Dragon Pact - Fragrem	Light attribute cards HP x2, ATK x2.5. Light attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
eternal dragon pact - kuarje	Wood attribute cards HP x2, ATK x2.5. Wood attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
Eternal Dragon Pact - Kuarje	Wood attribute cards HP x2, ATK x2.5. Wood attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
Eternal Dragon Pact - Sedin	Dragon type cards HP x1.35. All attribute cards ATK x3 when reaching 1 set of Heart combo. ATK x3.5 for each additional combo, up to ATK x6.5 when reaching 2 combos.	
eternal dragon pact - toa	Water attribute cards HP x2, ATK x2.5. Water attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
Eternal Dragon Pact - Toa	Water attribute cards HP x2, ATK x2.5. Water attribute cards ATK x2.5 on the turn a skill is used. ( Multiple skills will not stack )	
Eternal Dragon Pact - Torvio	Increases time limit of orb movement by 2 seconds. ATK x7, reduce damage taken by 50% after matching Heal orbs in a cross formation.	
Eternal Dragon Unity - Torvio	ATK x7.7, reduce damage taken by 50% after matching Heal orbs in a cross formation. Increases time limit of orb movement by 2 seconds.	
Eternal Dragon Unity - Torvio Koh	All attribute cards ATK x2, RCV x2 when reaching 5 or more combos. ATK x4, reduce damage taken by 50% after matching Heal orbs in a cross formation.	
Eternal Song	Heal RCV x4 as HP after every orbs elimination.	
Ethereal Teachings	50% all damage reduction when HP is less than 50%.	
Ethereal Treasure of the Godsea	Balanced type cards ATK x2.5, RCV x1.5.	
Even more pitiful	All attribute cards ATK x4, RCV x2 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart. Matched attribute ATK x2.5 when matching exactly 5 connected orbs with at least 1 enhanced orb.	
Even when you're talking you need to think!	Machine type cards ATK x2.5 when HP is less than 50%. While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	
Everflowing Sunlight	Can no longer clear 4 or less connected orbs. Water attribute cards ATK x5. ATK x2 at 3 combos. ATK x1 for each additional combo, up to ATK x3 at 4 combos.	
Everlasting Moon Darkness	Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb. God type cards ATK x1.5, RCV x1.5.	
Everyone, here I goooo!	All attribute cards ATK x5 when attacking with Fire, Water, Wood & Light orb types at the same time. ATK x1.2 at 6 combos. ATK x0.2 for each additional combo, up to ATK x2 at 10 combos.	
Everyone, I'm counting on you !	Healer type cards HP x1.5, ATK x2.5.	
Everyone, let's feast!	Healer type cards HP x2.5, ATK x1.5. Heal RCV x4 as HP after every orbs elimination.	
Everything must be destroyed!!	Devil type cards RCV x1.5. All attribute cards ATK x6 when reaching 9 combos or above.	
Evil Flame Barrier	50% Fire & Dark damage reduction.	
Evil Flame Violent Storm	Physical & Devil type cards ATK x3, RCV x1.5.	
Evil's Knowledge	ATK x3.5 for clearing each Fire orbs in a cross formation. All attribute cards ATK x3, 25% all damage reduction when attacking with Heart and Heart orb types at the same time.	
Evil Sound's Reverberation	All attribute cards ATK x2.5 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5 for each additional orb type, up to ATK x3 for all 4 matches. ATK x4, reduce damage taken by 35% after matching Heal orbs in a cross formation.	
Evil-Vanquishing Faith	Attacker type cards ATK x3, RCV x1.35.	
Evil Voice's Jail	ATK x3 for clearing each Light orbs in a cross formation. ATK x3, reduce damage taken by 35% after matching Heal orbs in a cross formation.	
Evil Water's Charm	Devil type cards HP x1.35, ATK x1.35. ATK x3 for clearing each Water orbs in a cross formation.	
Exaltation of Sacred Life	Light attribute cards HP x1.35, RCV x1.35. All attribute cards ATK x4.5 when attacking with 5 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	
Exasperating Explosion	25% chance to deal counter Dark damage of 10x damage taken.	
Excalibur!!	Wood attribute & Attacker type cards ATK x2.	
executioner blitz	Attacker type cards ATK x3.5 when HP is less than 80%.	
Executioner Blitz	Attacker type cards ATK x4 when HP is less than 80%.	
Extend! Hozukimaru!	Wood attribute cards RCV x1.3. Wood attribute cards ATK x2.5 on the turn a skill is used. ( Multiple skills will not stack )	
Extremely Fast Wings	Wood attribute cards ATK x2. Dragon type cards HP x1.5.	
Eye of Temptation	Increases time limit of orb movement by 5 seconds.	
Eyes of Heaven	Healer type cards HP x1.5, ATK x2.5.	
Fairy Flower	Attacker type cards HP x1.5, RCV x1.5.	
Famitsu App Guidance	Enhance Material type cards ATK x4, RCV x3.	
Famitsu App Iron Wall	Machine type cards ATK x3, RCV x3.	
Fanalis	Fire attribute cards HP x1.5, ATK x2.	
Fatal Flame Dragon Emperor Power	ATK x3 when simultaneously clearing 6 connected Dark orbs. ATK x3 when simultaneously clearing 6 connected Fire orbs.	
Fat Chocobo Feather	Light attribute cards HP x2.5.	
Favorite Mistress's Unifying Force	Balanced type cards ATK x3.5, RCV x1.5. All attribute cards ATK x2.5 when attacking with Fire, Water, Wood & Light orb types at the same time.	
Fearless Attack	Attacker & Devil type cards HP x1.25. Attacker & Devil type cards ATK x4 when HP is greater than 50%.	
Feast of Destruction	ATK x3 when simultaneously clearing 6 connected Dark orbs.	
Feline Combination	All attribute cards ATK x2.5 when reaching 4 combos or above.	
Fenrir Knight's Soul	Balanced type cards ATK x3.5.	
Fertile Energy	All attribute cards ATK x2 when reaching 3 combos or above.	
Fertility Goddess's Embrace	Balanced type cards ATK x3, RCV x1.35.	
Fiery Explosion	Dragon attribute cards ATK x2.5. Attacker attribute cards HP x1.5.	
Fifth Dragon Awakening	All attribute cards ATK x4, 50% all damage reduction when reaching 7 combos. ATK x2.5 for clearing each Fire orbs in a cross formation.	
Fifth Kind	ATK x2.5 at 4 combos. ATK x0.5 for each additional combo, up to ATK x3 at 5 combos.	
Fighting Spirit of the Sincere Heart	All attribute cards HP x1.5, ATK x2.5, RCV x1.5 when moral commanding deity, liu bei in the same team.	
Fighting together is my style	Attacker type cards ATK x1.5, RCV x1.5. All attribute cards ATK x2 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark. ATK x1 for each additional orb type, up to ATK x4 for all 5 matches.	
Fight me!	Physical type cards HP x1.2, ATK x1.2. All attribute cards ATK x2.5 when reaching 4 combos or above.	
Fight me right here, right now!	Attacker type cards ATK x1.5. All attribute cards ATK x4 when reaching Fire & Water combos.	
Final Calamity	Dragon type cards HP x1.5, ATK x3.	
Final Disaster	Light attribute & Dragon type cards HP x1.5, ATK x3. All attribute cards ATK x2 when reaching Light & Dark combos.	
Final Heaven	ATK x2, RCV x2 when simultaneously clearing 6 connected Fire or Light orbs. ATK x3, RCV x3 for each additional orb, up to ATK x5, RCV x5 at 7 connected orb. Change the board to 7x6 size.	
Final Revolution	ATK x4 when simultaneously clearing 6 connected Fire orbs. ATK x4 when simultaneously clearing 6 connected Wood orbs.	
Final round. Here comes.	Devil type cards HP x2, ATK x2.5. ATK x1.5 when simultaneously clearing 6 connected Fire orbs.	
Fire and Water Guard	30% Water & Fire damage reduction.	
Fire and Wood Guard	30% Fire & Wood damage reduction.	
Fire Blessing	Fire attribute cards ATK x2. Heal RCV x4 as HP after every orbs elimination.	
Fire Curse	Fire attribute cards ATK x2.5.	
Fire Dragon's Crest	Dragon type cards ATK x2.5.	
Fire Dragon's Iron Fist	Dragon & Attacker type cards ATK x2.5, RCV x2.5. All attribute cards ATK x2.5, 25% all damage reduction when reaching 5 combos.	
Fire Dragon's Mainspring Key	Machine type cards HP x2, ATK x1.5. 50% chance to deal counter Fire damage of 2x damage taken.	
Fire Dragon's Protection	55% Fire damage reduction.	
Fire Dragon's Scale	Dragon type cards ATK x2.	
Fired UP	Increases time limit of orb movement by 3 seconds.	
Fire Guard	30% Fire damage reduction.	
Firelight Swordplay	Light attribute cards ATK x5. Fire attribute cards HP x1.5. All attribute cards ATK x1.5 when reaching 2 set of Light combos. ATK x0.5 for each additional combo, up to ATK x2 when reaching 3 combos.	
Fire Magic	Fire attribute cards HP x1.5, ATK x1.5.	
Fire Oath	Fire attribute cards HP x2.	
Fire Power	attribute cards ATK x1.5.	
Fire Resistance Enhance <High>	55% Fire damage reduction.	
Fire Resistance Enhance <Mid>	50% Fire damage reduction.	
Fire Scale	Fire attribute & Dragon type cards ATK x2.	
Fire Sword of Eradication	Physical type cards HP x2, ATK x2. 100% chance to deal counter Fire damage of 2x damage taken.	
First Aid	Heal RCV x3 as HP after every orbs elimination.	
First Class Singularity	Wood attribute cards ATK x2. Dark attribute cards RCV x2. All attribute cards ATK x3, 25% all damage reduction when attacking with Wood and Dark orb types at the same time.	
Five Origin Dragon Star Attack	Dragon type cards ATK x1.5, RCV x2. All attribute cards ATK x2 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x2 for each additional orb type, up to ATK x4 for all 5 matches.	
Flame Barrier	50% Fire damage reduction.	
Flame Control	Fire attribute cards ATK x3.	
Flame Demon Puppetry	Fire attribute cards ATK x1.5. Machine type cards HP x1.5, ATK x1.5, RCV x1.5.	
Flame Dragon's Mainspring Key	Machine type cards ATK x2, RCV x1.5. 50% chance to deal counter Fire damage of 2x damage taken.	
Flame Falcon Blinding Light	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x1 for each additional orb type, up to ATK x5 for all 5 matches.	
Flame Falcon Blinding Light X	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x2 for each additional orb type, up to ATK x6 for all 5 matches. God & Attacker type cards RCV x2.	
Flame Falcon Crimson Strike	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5 for each additional orb type, up to ATK x4.5 for all 5 matches.	
Flame Falcon's Rush	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark.	
Flame Hammer	Fire attribute cards ATK x3. Light attribute cards HP x2.	
Flame Harmony	Fire attribute cards ATK x2.5 at 4 combos or above.	
Flame Oracle	Fire attribute cards HP x2, RCV x2.	
Flameproof	50% Fire damage reduction.	
Flame Soul	Fire attribute cards ATK x1.5.	
Flamme Rouge	Deal ATK x5 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage.	
Flash Divine Inspiration	Light attribute cards HP x1.5, ATK x1.5, RCV x1.5. All attribute cards ATK x3 when reaching Light & Wood combos.	
Flowery Shower	Wood attribute cards ATK x1.5, RCV x1.5.	
Flying Dragon's Decorum	Balanced & Dragon type cards ATK x4, RCV x2.	
Flying Knee Drop	All attribute cards ATK x4 when HP is less than 20%. ATK x2.5 when HP is less than 50%.  when HP is less than 50%.	
Follow me tightly!	Dragon type cards HP x1.35. All attribute cards ATK x3 when reaching 1 set of Heart combo. ATK x3.5 for each additional combo, up to ATK x6.5 when reaching 2 combos.	
Fool!	No skyfall matches. Dark attribute cards ATK x2, RCV x2. ATK x2 when simultaneously clearing 6 connected Dark orbs. ATK x1 for each additional orb, up to ATK x8 at 12 connected orb.	
Forbidden Sorcery	All attribute cards ATK x4, RCV x2 when reaching Fire & Light combos. Change the board to 7x6 size.	
Forest Armor	Wood attribute cards HP x1.5, RCV x1.5.	
Form shoulder cannon!	Physical & Machine type cards HP x1.5, ATK x1.5. ATK x3.5 for clearing each Fire orbs in a cross formation.	
Form sword!	Physical & Machine type cards HP x2, ATK x2. ATK x3.5 for clearing each Fire orbs in a cross formation.	
Form Voltron!	Physical & Machine type cards HP x1.5, ATK x1.5. ATK x3 for clearing each Fire orbs in a cross formation.	
Fortune God's Blessing	Water attribute & Healer type cards HP x1.5, ATK x1.5, RCV x1.5.	
Fourth Impact	Attacker & Machine type cards ATK x3.5.	
Four Warrior Gods	Fire attribute cards ATK x2.5.	
Fowlknot Protective Crest	Can no longer clear 3 connected orbs. Fire attribute cards ATK x4. All attribute cards ATK x4, 25% all damage reduction when attacking with Fire and Fire orb types at the same time.	
Free Bravery	Healer & God type cards ATK x3. ATK x2 when simultaneously clearing 4 connected Wood orbs.	
Freeze Counter	25% chance to deal counter Water damage of 10x damage taken.	
Freezing Dragon Power	Water attribute cards ATK x3 when HP is full.	
Friend! Important!	Healer & Dragon type cards HP x1.35, RCV x1.35. All attribute cards ATK x2.5 when attacking with Fire & Light orb types at the same time.	
Frog Charm	Wood attribute cards ATK x1.5, RCV x1.5. ATK x2 when simultaneously clearing 4 connected Wood orbs.	
From now on... I alone will stand at the top.	Dark attribute cards ATK x6. Water attribute cards RCV x2. ATK x2 for clearing each Dark orbs in a cross formation.	
From Sorrow to Wrath	Dragon type cards ATK x2.5.	
Frost Forest Barrier	50% Wood & Water damage reduction.	
Frozen Flame Draconic Protection	Dragon type cards ATK x2. 50% Fire & Water damage reduction.	
Frozen World Dragon Emperor Power	Water attribute cards ATK x4 when HP is full.	
Furawan Attack	All attribute cards ATK x2.5 when attacking with Fire, Wood & Light orb types at the same time.	
Fury of the Dragon Knight	Dragon type cards ATK x3.	
Fusion Soul	Healer type cards HP x1.5, ATK x1.5, RCV x1.5.	
Fuwa Enmei-ryu Hidden Art: Kamui	Attacker type cards HP x1.25, ATK x2.5. Deal ATK x30 damage to all enemies after every orbs elimination. Ignores enemy element, but can be reduced by enemy defense down to 0 damage.	
Galactic Dragon Emperor Power	All attribute cards ATK x3 when attacking with Light & Dark orb types at the same time.	
Gale Fencing	Wood attribute cards ATK x3.5.	
Game of the Dead	Dark attribute cards HP x1.35, RCV x1.35. All attribute cards ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light, Dark & Heart.	
Generate Hell	Wood attribute cards RCV x2. All attribute cards ATK x4 when reaching 6 combos or above.	
Genesis Divine Flames	Fire attribute cards ATK x2. God type cards HP x1.5, ATK x2.5.	
Gentle Care	Healer & Attacker type cards HP x1.5, RCV x1.5.	
Get Angry! Get Angry!	ATK x3.5 when simultaneously clearing 7 connected Wood orbs.	
Get Up!	Balanced type cards HP x1.5, ATK x2.	
Gifts from the Land	Healer type cards HP x2.	
Gigantic Force	Physical type cards ATK x4 when HP is less than 50%.	
Givin' it all I got, every damn day!	Physical & Attacker type cards HP x2, ATK x2. ATK x3.5 for clearing each Fire orbs in a cross formation.	
Glacial Sorcery	Water attribute cards ATK x5. Increases time limit of orb movement by 2 seconds.	
Glaive of Regicide	Balanced type cards ATK x5.	
Glass Magic	Physical & God type cards HP x1.5, RCV x1.5.	
Gleaming Sea Earth Circle	Water attribute cards ATK x2. Light attribute cards HP x1.5. All attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	
